ds;city;pres;prcp
13.04.2023;Aachen;1003.6;0
14.04.2023;Aachen;1008.9;0
15.04.2023;Aachen;1012.1;0
16.04.2023;Aachen;1023.2;0
17.04.2023;Aachen;1025.4;0
18.04.2023;Aachen;1024.8;0
19.04.2023;Aachen;1024;0
20.04.2023;Aachen;1017.8;0
21.04.2023;Aachen;1012.1;0
22.04.2023;Aachen;1007.9;0
23.04.2023;Aachen;1006;0
24.04.2023;Aachen;1007.1;0
25.04.2023;Aachen;1014.9;0
26.04.2023;Aachen;1019.9;0
27.04.2023;Aachen;1019.1;0
28.04.2023;Aachen;1012.2;0
29.04.2023;Aachen;1018.8;0
30.04.2023;Aachen;1021.6;0
01.05.2023;Aachen;1016.3;0
02.05.2023;Aachen;1024.5;0
03.05.2023;Aachen;1026.8;0
04.05.2023;Aachen;1018.6;0
05.05.2023;Aachen;1017.1;0
06.05.2023;Aachen;1016.9;0
07.05.2023;Aachen;1017.1;0
08.05.2023;Aachen;1020.8;0
09.05.2023;Aachen;1013.9;0
10.05.2023;Aachen;1012;0
11.05.2023;Aachen;1015.5;0
12.05.2023;Aachen;1016.2;0
13.05.2023;Aachen;1019.6;0
14.05.2023;Aachen;1017.6;0
15.05.2023;Aachen;1015.4;0
16.05.2023;Aachen;1021.2;0
17.05.2023;Aachen;1026.5;0
18.05.2023;Aachen;1026.8;0
19.05.2023;Aachen;1024.4;0
20.05.2023;Aachen;1020.6;0
21.05.2023;Aachen;1016.1;0
22.05.2023;Aachen;1015.4;0
23.05.2023;Aachen;1021.2;0
24.05.2023;Aachen;1024.2;0
25.05.2023;Aachen;1026.4;0
26.05.2023;Aachen;1028.3;0
27.05.2023;Aachen;1025.1;0
28.05.2023;Aachen;1019.8;0
29.05.2023;Aachen;1022.7;0
30.05.2023;Aachen;1025.2;0
31.05.2023;Aachen;1023.3;0
01.06.2023;Aachen;1021.1;0
02.06.2023;Aachen;1020.6;0
03.06.2023;Aachen;1019.9;0
04.06.2023;Aachen;1020.6;0
05.06.2023;Aachen;1020.1;0
06.06.2023;Aachen;1019.2;0
07.06.2023;Aachen;1019;0
08.06.2023;Aachen;1015.9;0
09.06.2023;Aachen;1013.2;0
10.06.2023;Aachen;1013.7;0
11.06.2023;Aachen;1014.8;0
12.06.2023;Aachen;1014.5;0
13.06.2023;Aachen;1013;0
14.06.2023;Aachen;1015.2;0
15.06.2023;Aachen;1018.5;0
16.06.2023;Aachen;1018.1;0
17.06.2023;Aachen;1015.3;0
18.06.2023;Aachen;1011.9;0
19.06.2023;Aachen;1012.3;0
20.06.2023;Aachen;1011.3;0
21.06.2023;Aachen;1016.3;0
22.06.2023;Aachen;1016.1;0
23.06.2023;Aachen;1022.6;0
24.06.2023;Aachen;1024.3;0
25.06.2023;Aachen;1017.7;0
26.06.2023;Aachen;1017.6;0
27.06.2023;Aachen;1020.8;0
28.06.2023;Aachen;1018.8;0
29.06.2023;Aachen;1015.2;0
30.06.2023;Aachen;1014;0
01.07.2023;Aachen;1007.4;0
02.07.2023;Aachen;1011.1;0
03.07.2023;Aachen;1012.5;0
04.07.2023;Aachen;1012.9;0
05.07.2023;Aachen;1010.9;0
06.07.2023;Aachen;1018.3;0
07.07.2023;Aachen;1019;0
08.07.2023;Aachen;1016.6;0
09.07.2023;Aachen;1018.7;0
10.07.2023;Aachen;1021.2;0
11.07.2023;Aachen;1013.8;0
12.07.2023;Aachen;1012.4;0
13.07.2023;Aachen;1017.5;0
14.07.2023;Aachen;1014.5;0
15.07.2023;Aachen;1007;0
16.07.2023;Aachen;1013.7;0
17.07.2023;Aachen;1019.1;0
18.07.2023;Aachen;1019.7;0
19.07.2023;Aachen;1014.4;0
20.07.2023;Aachen;1015.1;0
21.07.2023;Aachen;1012.6;0
22.07.2023;Aachen;1014.3;0
23.07.2023;Aachen;1008.9;0
24.07.2023;Aachen;1005.3;0
25.07.2023;Aachen;1007.9;0
26.07.2023;Aachen;1013.5;0
27.07.2023;Aachen;1007.8;0
28.07.2023;Aachen;1008;0
29.07.2023;Aachen;1008.9;0
30.07.2023;Aachen;1012.8;0
31.07.2023;Aachen;1009.9;0
01.08.2023;Aachen;1002.3;0
02.08.2023;Aachen;996.5;0
03.08.2023;Aachen;1000.5;0
04.08.2023;Aachen;1014.1;0
05.08.2023;Aachen;1013.5;0
06.08.2023;Aachen;1008.4;0
07.08.2023;Aachen;1016.9;0
08.08.2023;Aachen;1016;0
09.08.2023;Aachen;1016.4;0
10.08.2023;Aachen;1021.4;0
11.08.2023;Aachen;1020.1;0
12.08.2023;Aachen;1017.3;0
13.08.2023;Aachen;1017.3;0
14.08.2023;Aachen;1014.8;0
15.08.2023;Aachen;1015.8;0
16.08.2023;Aachen;1019.7;0
17.08.2023;Aachen;1018.3;0
18.08.2023;Aachen;1015.3;0
19.08.2023;Aachen;1015.6;0
20.08.2023;Aachen;1022.3;0
21.08.2023;Aachen;1023.1;0
22.08.2023;Aachen;1021.2;0
23.08.2023;Aachen;1020.2;0
24.08.2023;Aachen;1014.3;0
25.08.2023;Aachen;1009.3;0
26.08.2023;Aachen;1011.5;0
27.08.2023;Aachen;1010.3;0
28.08.2023;Aachen;1012.6;0
29.08.2023;Aachen;1012.3;0
30.08.2023;Aachen;1008.3;0
31.08.2023;Aachen;1011.3;0
01.09.2023;Aachen;1013.1;0
02.09.2023;Aachen;1019.7;0
03.09.2023;Aachen;1026.6;0
04.09.2023;Aachen;1024.7;0
05.09.2023;Aachen;1018.9;0
06.09.2023;Aachen;1019.2;0
07.09.2023;Aachen;1018.4;0
08.09.2023;Aachen;1017.3;0
09.09.2023;Aachen;1017.2;0
10.09.2023;Aachen;1017.3;0
11.09.2023;Aachen;1013.9;0
12.09.2023;Aachen;1013;0
13.09.2023;Aachen;1017.1;0
14.09.2023;Aachen;1022.3;0
15.09.2023;Aachen;1017.9;0
16.09.2023;Aachen;1013.9;0
17.09.2023;Aachen;1012.3;0
18.09.2023;Aachen;1006.5;0
19.09.2023;Aachen;1011.4;0
20.09.2023;Aachen;1008.3;0
21.09.2023;Aachen;998.7;0
22.09.2023;Aachen;1002.1;0
23.09.2023;Aachen;1015.1;0
24.09.2023;Aachen;1024.7;0
25.09.2023;Aachen;1022.6;0
26.09.2023;Aachen;1021;0
27.09.2023;Aachen;1018.7;0
28.09.2023;Aachen;1017.1;0
29.09.2023;Aachen;1018.3;0
30.09.2023;Aachen;1026.8;0
01.10.2023;Aachen;1024.2;0
02.10.2023;Aachen;1019.7;0
03.10.2023;Aachen;1016.4;0
04.10.2023;Aachen;1027.4;0
05.10.2023;Aachen;1026.1;0
06.10.2023;Aachen;1025.4;0
07.10.2023;Aachen;1023.7;0
08.10.2023;Aachen;1025;0
09.10.2023;Aachen;1021.4;0
10.10.2023;Aachen;1019.8;0
11.10.2023;Aachen;1015.3;0
12.10.2023;Aachen;1014;0
13.10.2023;Aachen;1008.5;0
14.10.2023;Aachen;1012.4;0
15.10.2023;Aachen;1022.4;0
16.10.2023;Aachen;1022.9;0
17.10.2023;Aachen;1017.5;0
18.10.2023;Aachen;1005.2;0
19.10.2023;Aachen;992;0
20.10.2023;Aachen;981.2;0
21.10.2023;Aachen;991.9;0
22.10.2023;Aachen;1006.4;0
23.10.2023;Aachen;1010.5;0
24.10.2023;Aachen;1004;0
25.10.2023;Aachen;997.1;0
26.10.2023;Aachen;995.8;0
27.10.2023;Aachen;993.3;0
28.10.2023;Aachen;996.9;0
29.10.2023;Aachen;995.2;0
30.10.2023;Aachen;998.9;0
31.10.2023;Aachen;1003;0
01.11.2023;Aachen;1001.4;0
02.11.2023;Aachen;982.1;0
03.11.2023;Aachen;986.2;0
04.11.2023;Aachen;981;0
05.11.2023;Aachen;980.1;0
06.11.2023;Aachen;1001.8;0
07.11.2023;Aachen;1010.6;0
08.11.2023;Aachen;1012.1;0
09.11.2023;Aachen;1002.3;0
10.11.2023;Aachen;998;0
11.11.2023;Aachen;1005.9;0
12.11.2023;Aachen;1007.2;0
13.11.2023;Aachen;1004.1;0
14.11.2023;Aachen;1005.6;0
15.11.2023;Aachen;1015.3;0
16.11.2023;Aachen;1013.7;0
17.11.2023;Aachen;1020.2;0
18.11.2023;Aachen;1019.9;0
19.11.2023;Aachen;1010.9;0
20.11.2023;Aachen;1010.1;0
21.11.2023;Aachen;1016.8;0
22.11.2023;Aachen;1029;0
23.11.2023;Aachen;1023;0
24.11.2023;Aachen;1013.4;0
25.11.2023;Aachen;1014.2;0
26.11.2023;Aachen;1016.2;0
27.11.2023;Aachen;1000.6;0
28.11.2023;Aachen;1004.5;0
29.11.2023;Aachen;1004.9;0
30.11.2023;Aachen;1002.1;0
01.12.2023;Aachen;1006.2;0
02.12.2023;Aachen;1014.3;0
03.12.2023;Aachen;1020.1;0
04.12.2023;Aachen;1006.5;0
05.12.2023;Aachen;1002.5;0
06.12.2023;Aachen;1015.9;0
07.12.2023;Aachen;1017.6;0
08.12.2023;Aachen;1008.8;0
09.12.2023;Aachen;1004.4;0
10.12.2023;Aachen;1004.9;0
11.12.2023;Aachen;1004.4;0
12.12.2023;Aachen;1004.3;0
13.12.2023;Aachen;999.1;0
14.12.2023;Aachen;1018.1;0
15.12.2023;Aachen;1034.6;0
16.12.2023;Aachen;1040.7;0
17.12.2023;Aachen;1037.9;0
18.12.2023;Aachen;1032.9;0
19.12.2023;Aachen;1021.9;0
20.12.2023;Aachen;1016.6;0
21.12.2023;Aachen;1004;0
22.12.2023;Aachen;1006.3;0
23.12.2023;Aachen;1011.7;0
24.12.2023;Aachen;1008.8;0
25.12.2023;Aachen;1009.4;0
26.12.2023;Aachen;1015.2;0
27.12.2023;Aachen;1016.3;0
28.12.2023;Aachen;1013.3;0
29.12.2023;Aachen;1010.7;0
30.12.2023;Aachen;1012.6;0
31.12.2023;Aachen;1000.5;0
01.01.2024;Aachen;1005.3;0
02.01.2024;Aachen;994.1;0
03.01.2024;Aachen;993.3;0
04.01.2024;Aachen;1002.9;0
05.01.2024;Aachen;1000;0
06.01.2024;Aachen;1009.9;0
07.01.2024;Aachen;1021.7;0
08.01.2024;Aachen;1029.5;0
09.01.2024;Aachen;1030.5;0
10.01.2024;Aachen;1029;0
11.01.2024;Aachen;1033;0
12.01.2024;Aachen;1033.5;0
13.01.2024;Aachen;1025;0
14.01.2024;Aachen;1012.6;0
15.01.2024;Aachen;1006;0
16.01.2024;Aachen;1009.8;0
17.01.2024;Aachen;993.4;0
18.01.2024;Aachen;1001.2;0
19.01.2024;Aachen;1021.2;0
20.01.2024;Aachen;1029.2;0
21.01.2024;Aachen;1022;0
22.01.2024;Aachen;1012.7;0
23.01.2024;Aachen;1023.8;0
24.01.2024;Aachen;1023.1;0
25.01.2024;Aachen;1028.7;0
26.01.2024;Aachen;1027.1;0
27.01.2024;Aachen;1036.1;0
28.01.2024;Aachen;1029.1;0
29.01.2024;Aachen;1027.5;0
01.01.2020;Berlin;1032.2;0
02.01.2020;Berlin;1026.1;0
03.01.2020;Berlin;1016.9;4.9
04.01.2020;Berlin;1019.4;4
05.01.2020;Berlin;1031.6;0
06.01.2020;Berlin;1026.3;0
07.01.2020;Berlin;1023.6;0.2
08.01.2020;Berlin;1022.1;1.7
09.01.2020;Berlin;1016;4.8
10.01.2020;Berlin;1013.6;3.1
11.01.2020;Berlin;1028;0
12.01.2020;Berlin;1020.7;0
13.01.2020;Berlin;1018.6;0.2
14.01.2020;Berlin;1010.7;0
15.01.2020;Berlin;1013.8;0
16.01.2020;Berlin;1026.1;0
17.01.2020;Berlin;1019.5;0
18.01.2020;Berlin;1021.3;0.1
19.01.2020;Berlin;1032.9;0
20.01.2020;Berlin;1044.4;0
21.01.2020;Berlin;1038.7;0
22.01.2020;Berlin;1031.5;0.1
23.01.2020;Berlin;1031.6;0
24.01.2020;Berlin;1022.4;0
25.01.2020;Berlin;1021.1;0
26.01.2020;Berlin;1018.4;0
27.01.2020;Berlin;1009.4;2
28.01.2020;Berlin;993.5;10.1
29.01.2020;Berlin;1000.2;1.5
30.01.2020;Berlin;1005.5;3.1
31.01.2020;Berlin;1002.2;0.4
01.02.2020;Berlin;1001.4;7.7
02.02.2020;Berlin;1004.3;5.6
03.02.2020;Berlin;1005.9;3.5
04.02.2020;Berlin;1005.2;1.8
05.02.2020;Berlin;1027.4;0.3
06.02.2020;Berlin;1027.3;0
07.02.2020;Berlin;1028.6;0
08.02.2020;Berlin;1023;0
09.02.2020;Berlin;1008.8;5.3
10.02.2020;Berlin;989.4;7.1
11.02.2020;Berlin;994.8;0.5
12.02.2020;Berlin;1005.9;0
13.02.2020;Berlin;1009.1;0.9
14.02.2020;Berlin;1014.8;0.4
15.02.2020;Berlin;1020.2;0
16.02.2020;Berlin;1006.8;1.5
17.02.2020;Berlin;1010.6;0.2
18.02.2020;Berlin;1016.1;1.2
19.02.2020;Berlin;1012.9;6.1
20.02.2020;Berlin;1015.8;3.8
21.02.2020;Berlin;1017.8;1.3
22.02.2020;Berlin;1014.9;1
23.02.2020;Berlin;1007.9;15.8
24.02.2020;Berlin;1012.5;6.7
25.02.2020;Berlin;995.7;2
26.02.2020;Berlin;993.7;3.4
27.02.2020;Berlin;1000.4;0.4
28.02.2020;Berlin;1010;1.8
29.02.2020;Berlin;997.7;2.5
01.03.2020;Berlin;995.8;2.4
02.03.2020;Berlin;993.2;1
03.03.2020;Berlin;998;0.7
04.03.2020;Berlin;1008.7;0.2
05.03.2020;Berlin;1002.5;1.9
06.03.2020;Berlin;992.7;5.7
07.03.2020;Berlin;1010.3;0.4
08.03.2020;Berlin;1015;0
09.03.2020;Berlin;1010.3;2.5
10.03.2020;Berlin;1005.1;9.6
11.03.2020;Berlin;1006.6;2.5
12.03.2020;Berlin;1004.9;2.7
13.03.2020;Berlin;1010.2;0.6
14.03.2020;Berlin;1023.5;0
15.03.2020;Berlin;1019.9;0
16.03.2020;Berlin;1018.6;0
17.03.2020;Berlin;1026.3;0
18.03.2020;Berlin;1024.9;0
19.03.2020;Berlin;1024.2;0
20.03.2020;Berlin;1025.3;0.2
21.03.2020;Berlin;1030.3;0
22.03.2020;Berlin;1036.1;0
23.03.2020;Berlin;1039;0
24.03.2020;Berlin;1036.7;0
25.03.2020;Berlin;1032.2;0
26.03.2020;Berlin;1027.4;0
27.03.2020;Berlin;1022.6;0
28.03.2020;Berlin;1018.5;0
29.03.2020;Berlin;1022.2;0.4
30.03.2020;Berlin;1026.5;0.8
31.03.2020;Berlin;1028.8;0
01.04.2020;Berlin;1019.6;0
02.04.2020;Berlin;1010;0
03.04.2020;Berlin;1011.6;0
04.04.2020;Berlin;1024.7;0
05.04.2020;Berlin;1028.6;0
06.04.2020;Berlin;1023.4;0
07.04.2020;Berlin;1028.9;0
08.04.2020;Berlin;1026.5;0
09.04.2020;Berlin;1022.5;0
10.04.2020;Berlin;1025.4;0
11.04.2020;Berlin;1025.5;0
12.04.2020;Berlin;1014.7;1.6
13.04.2020;Berlin;1013.3;0.6
14.04.2020;Berlin;1020.5;0
15.04.2020;Berlin;1020.6;0
16.04.2020;Berlin;1016;0
17.04.2020;Berlin;1017;0
18.04.2020;Berlin;1017.6;0
19.04.2020;Berlin;1021.8;0
20.04.2020;Berlin;1025.5;0
21.04.2020;Berlin;1025.4;0
22.04.2020;Berlin;1025.2;0
23.04.2020;Berlin;1021.4;0
24.04.2020;Berlin;1008;0
25.04.2020;Berlin;1009.1;0
26.04.2020;Berlin;1010.3;0
27.04.2020;Berlin;1007.3;0
28.04.2020;Berlin;1003.1;1.5
29.04.2020;Berlin;1004;7.9
30.04.2020;Berlin;1003.4;2.7
01.05.2020;Berlin;1001;0.5
02.05.2020;Berlin;1004.7;2.8
03.05.2020;Berlin;1014.8;0
04.05.2020;Berlin;1016.4;0.8
05.05.2020;Berlin;1018.1;1.9
06.05.2020;Berlin;1020.8;0
07.05.2020;Berlin;1021.2;0
08.05.2020;Berlin;1017.3;0
09.05.2020;Berlin;1014.2;0
10.05.2020;Berlin;1005.4;2.4
11.05.2020;Berlin;1006.7;7.6
12.05.2020;Berlin;1014.7;0.1
13.05.2020;Berlin;1012;0
14.05.2020;Berlin;1016.2;0
15.05.2020;Berlin;1018.1;0
16.05.2020;Berlin;1019.8;0.1
17.05.2020;Berlin;1019.9;0
18.05.2020;Berlin;1019.7;0
19.05.2020;Berlin;1018.9;0
20.05.2020;Berlin;1021.2;0
21.05.2020;Berlin;1023.1;0
22.05.2020;Berlin;1020.4;1.7
23.05.2020;Berlin;1018.7;1.5
24.05.2020;Berlin;1022.8;8.2
25.05.2020;Berlin;1026.9;1.3
26.05.2020;Berlin;1033;0
27.05.2020;Berlin;1031;0.4
28.05.2020;Berlin;1028.7;0.2
29.05.2020;Berlin;1027.8;0
30.05.2020;Berlin;1023.8;0
31.05.2020;Berlin;1021;0
01.06.2020;Berlin;1022.5;0
02.06.2020;Berlin;1016.1;0
03.06.2020;Berlin;1005.3;0
04.06.2020;Berlin;994.8;5.7
05.06.2020;Berlin;994.1;1.6
06.06.2020;Berlin;1001;0.3
07.06.2020;Berlin;1006.8;0
08.06.2020;Berlin;1012.5;0
09.06.2020;Berlin;1015.3;0
10.06.2020;Berlin;1013.4;2.7
11.06.2020;Berlin;1010.1;2.2
12.06.2020;Berlin;1010.4;0
13.06.2020;Berlin;1010.1;16.6
14.06.2020;Berlin;1011.3;0
15.06.2020;Berlin;1013.6;0
16.06.2020;Berlin;1013.3;0
17.06.2020;Berlin;1010.4;0
18.06.2020;Berlin;1008.8;0.1
19.06.2020;Berlin;1011.4;1.8
20.06.2020;Berlin;1015.6;4
21.06.2020;Berlin;1017.5;0.7
22.06.2020;Berlin;1020.3;0
23.06.2020;Berlin;1023.9;0
24.06.2020;Berlin;1023.8;0
25.06.2020;Berlin;1020.5;0
26.06.2020;Berlin;1014.9;4
27.06.2020;Berlin;1009.2;0
28.06.2020;Berlin;1011.3;5.4
29.06.2020;Berlin;1010.6;1.1
30.06.2020;Berlin;1007.6;0
01.07.2020;Berlin;1006.4;3.2
02.07.2020;Berlin;1008.8;0.3
03.07.2020;Berlin;1014;0.3
04.07.2020;Berlin;1013.6;0.2
05.07.2020;Berlin;1009;1.4
06.07.2020;Berlin;1010.2;0.4
07.07.2020;Berlin;1016.6;0.2
08.07.2020;Berlin;1014.8;0.4
09.07.2020;Berlin;1012.8;8.1
10.07.2020;Berlin;1009.4;6.4
11.07.2020;Berlin;1021.1;0
12.07.2020;Berlin;1025.6;0
13.07.2020;Berlin;1022.6;0
14.07.2020;Berlin;1013.6;0
15.07.2020;Berlin;1011.7;5.6
16.07.2020;Berlin;1014.6;1.3
17.07.2020;Berlin;1017.8;0.8
18.07.2020;Berlin;1018.6;0
19.07.2020;Berlin;1014.9;0.1
20.07.2020;Berlin;1015.1;5.9
21.07.2020;Berlin;1020.5;0
22.07.2020;Berlin;1020.8;0.7
23.07.2020;Berlin;1016.1;0.1
24.07.2020;Berlin;1009.7;0
25.07.2020;Berlin;1011.4;0
26.07.2020;Berlin;1010.4;7.5
27.07.2020;Berlin;1015;0.2
28.07.2020;Berlin;1008.7;0
29.07.2020;Berlin;1016.4;0
30.07.2020;Berlin;1019.6;0
31.07.2020;Berlin;1018;0
01.08.2020;Berlin;1015.2;0
02.08.2020;Berlin;1011.7;2.1
03.08.2020;Berlin;1010.9;0
04.08.2020;Berlin;1013.3;0
05.08.2020;Berlin;1017.9;0
06.08.2020;Berlin;1020.9;0
07.08.2020;Berlin;1020.9;0
08.08.2020;Berlin;1018.8;0
09.08.2020;Berlin;1016.8;0.8
10.08.2020;Berlin;1017.1;3.2
11.08.2020;Berlin;1018.7;0
12.08.2020;Berlin;1018.2;0
13.08.2020;Berlin;1013.8;0.7
14.08.2020;Berlin;1012.2;0.2
15.08.2020;Berlin;1013.4;0
16.08.2020;Berlin;1013.4;0
17.08.2020;Berlin;1009.1;0
18.08.2020;Berlin;1008.6;7.1
19.08.2020;Berlin;1009.7;0.4
20.08.2020;Berlin;1009.9;0
21.08.2020;Berlin;1009.9;0.4
22.08.2020;Berlin;1012.3;6.2
23.08.2020;Berlin;1012.9;0
24.08.2020;Berlin;1013.1;0.6
25.08.2020;Berlin;1011;0.6
26.08.2020;Berlin;1003.2;8.5
27.08.2020;Berlin;1011.4;0.4
28.08.2020;Berlin;1004.3;0
29.08.2020;Berlin;1003.7;0
30.08.2020;Berlin;1007.2;14.9
31.08.2020;Berlin;1013.9;3.2
01.09.2020;Berlin;1017.1;0
02.09.2020;Berlin;1016;7
03.09.2020;Berlin;1017.8;5.2
04.09.2020;Berlin;1018.3;3
05.09.2020;Berlin;1015.6;1.9
06.09.2020;Berlin;1017.5;0
07.09.2020;Berlin;1022;0.1
08.09.2020;Berlin;1023.1;0
09.09.2020;Berlin;1018.9;0.5
10.09.2020;Berlin;1019.8;0.1
11.09.2020;Berlin;1017.4;0
12.09.2020;Berlin;1017.5;0
13.09.2020;Berlin;1024.4;0
14.09.2020;Berlin;1025.9;0
15.09.2020;Berlin;1020.4;0
16.09.2020;Berlin;1016.4;0
17.09.2020;Berlin;1026.6;0
18.09.2020;Berlin;1028.6;0
19.09.2020;Berlin;1022.9;0
20.09.2020;Berlin;1019.2;0
21.09.2020;Berlin;1016.8;0
22.09.2020;Berlin;1010.1;0
23.09.2020;Berlin;1004.4;0
24.09.2020;Berlin;1003.2;3.7
25.09.2020;Berlin;997;7.6
26.09.2020;Berlin;994;23.4
27.09.2020;Berlin;1003.5;1.1
28.09.2020;Berlin;1010.9;0.3
29.09.2020;Berlin;1015.4;0
30.09.2020;Berlin;1015.1;0
01.10.2020;Berlin;1006.7;0
02.10.2020;Berlin;1000.8;0
03.10.2020;Berlin;993.7;0
04.10.2020;Berlin;998.1;0
05.10.2020;Berlin;1003.2;0.5
06.10.2020;Berlin;1002.2;0.5
07.10.2020;Berlin;1007.1;2.2
08.10.2020;Berlin;1014.7;5.5
09.10.2020;Berlin;1016;3.4
10.10.2020;Berlin;1016.4;0.2
11.10.2020;Berlin;1017.2;0
12.10.2020;Berlin;1016.5;0
13.10.2020;Berlin;1014.4;1.6
14.10.2020;Berlin;1008.3;13.1
15.10.2020;Berlin;1014.6;1.8
16.10.2020;Berlin;1018.8;0.9
17.10.2020;Berlin;1017.7;0.2
18.10.2020;Berlin;1016.7;0.7
19.10.2020;Berlin;1021.1;0
20.10.2020;Berlin;1015.5;2.6
21.10.2020;Berlin;1008.8;1.1
22.10.2020;Berlin;1010.8;0
23.10.2020;Berlin;1010.7;8.8
24.10.2020;Berlin;1012;0.1
25.10.2020;Berlin;1007.5;0
26.10.2020;Berlin;1003.3;0.9
27.10.2020;Berlin;1007.8;0.1
28.10.2020;Berlin;1008.9;2
29.10.2020;Berlin;1011.7;2.2
30.10.2020;Berlin;1015.2;14.5
31.10.2020;Berlin;1019.8;2.9
01.11.2020;Berlin;1013.4;4.1
02.11.2020;Berlin;1009.4;7.2
03.11.2020;Berlin;1020;0
04.11.2020;Berlin;1028.8;0
05.11.2020;Berlin;1035.1;0
